year,democrat_perc,AvgSalary,PerCapNetEarning,PerCapNetIncome,TotalNumJobs,Sale_Prices,MedianListingPricePerSqft_1Bedroom,MedianListingPricePerSqft_2Bedroom,MedianListingPricePerSqft_3Bedroom,MedianListingPricePerSqft_4Bedroom,MedianListingPricePerSqft_5BedroomOrMore
-1.0,1.1870135796114263,1.0232773114434734,0.9846463168527575,0.8505063538579781,0.17840998754652446,1.2219012133375995,-0.004104465804023622,-0.036893310150003376,0.0216309403876662,0.02397733833420838,-0.02568380262963971
-1.0,1.1996369319677906,0.023937416996939718,-0.38363984004937024,-0.4621426852795338,-0.7501471120642536,-0.009681882530814175,0.026937405956266224,0.08059423669331585,0.07010827054188029,-0.025833896080453247,-0.08332195468685726
-1.0,-0.5726993035315273,-1.0572566002170418,-1.2948598513622216,-1.3961474732668737,-0.2802272882009125,-1.5906023570378756,-0.47344093797457737,-0.440902013756638,-0.40293266105848896,-0.3767127620758571,-0.33789299748083096
-1.0,0.8336194308216008,0.07284750409012627,0.041553020343061096,-0.012319412621726424,0.11244849071663066,0.7608249895104915,-0.21672871562334295,-0.35383858601419876,-0.3245786944322217,-0.28768143040431765,-0.2150647603715292
-1.0,0.7564799196977483,-0.6063843031051381,-0.8321309393674142,-0.8907412414746031,-0.3090577122596055,0.42867820243929916,-0.623485631848146,-0.4445041575529027,-0.3015324521579362,-0.27781425125331033,-0.22168003560740882
1.0,-0.0050715288300953575,0.21564247100586634,-0.583778184153418,0.16533498208019698,2.064942744192306,-0.3663354950806114,0.18777178094307242,-0.09512582278998809,-0.19368198708933046,-0.2700932311782418,0.009633825566787805
1.0,0.6459247827462458,1.764237021659794,2.262490004592264,2.1317287409954138,0.4758058846025295,0.6604339812555481,0.46590724770822484,0.04253557925669925,-0.0024791916107902725,0.032937039402800045,0.03551303043284267
-1.0,-0.2783426231605435,-1.3131631708471398,-0.28785819113296257,-0.5017777911602269,-0.7635573116801547,0.2946529831830306,0.026937405956266574,0.08059423669331585,0.07010827054188029,-0.025833896080453247,-0.08332195468685726
-1.0,-1.005688263952739,-1.346107206521401,-1.2908150182154137,-1.4002517002071821,-0.6549878924028698,0.824072040985754,1.683354671375919,1.7905307058829598,1.7429391246750503,1.7028489376754,1.63883223159399
1.0,1.223426982763812,0.34078483177532987,0.621905680247038,0.7630276882159749,-0.6570130948649999,0.824072040985754,4.772763204316627,4.887438344212964,5.046262315473871,5.139561077744193,4.124239426839122
-1.0,0.8389917512135231,0.8861041936189041,1.2064649666236948,0.8609428166490483,0.40813639788701206,0.6604339812555481,0.4659072477082255,0.04253557925669925,-0.0024791916107902725,0.032937039402800045,0.03551303043284267
1.0,-0.8624397133432263,-0.14235687911989459,0.020034508002043833,-0.11621498602496348,0.08532555062238668,0.04404894861246451,-1.3872119755051957,-1.1286926754492,-1.0872112550067305,-1.0771309380675838,-0.9825519780888647
1.0,-1.2122396807813935,-0.5073273221187073,-1.088087980897409,-0.501660527533361,-0.4757896004989433,-1.223818574457257,-0.9585624331266439,-1.0953190959075092,-1.1103231886638474,-0.8760852046304131,-0.9208144823786104
1.0,-0.1458931810538191,0.18595910780448416,-0.29255019758325956,-0.21659265062222186,0.5865229392662102,-0.5737532845854358,0.019173932458928795,-0.2921613968331383,-0.3250908029131732,-0.24685545930232541,-0.29871306905493555
1.0,-0.5240777905887964,-0.30460344389108585,0.1839311471106941,0.22091794121466016,-0.3652916097038867,-0.34327656764176556,-0.8715316496135456,-0.6831015238079522,-0.4389807775227247,-0.372267253603474,-0.21332464589213035
1.0,-2.2188638526902764,-0.06724897526185178,0.41545739643397006,1.1145840415601111,-0.7872412525897049,0.23482358503129738,0.09936678239564288,0.0124136689770439,-0.13645907906990207,-0.1888976855239108,-0.045215667860373544
-1.0,1.1973934937089372,0.3152616369014141,0.09348867794807268,-0.16370675490567568,1.0226381220816843,-0.44174898308784116,-0.7208013043646655,-0.7130367306377118,-0.7650805564404978,-0.6306933137734372,-0.593929758830485
-1.0,2.043188258225996,-0.5054158934277093,-0.1700726498979207,-0.3028986799955655,-0.6708462445829099,0.824072040985754,1.6833546713759184,1.7905307058829598,1.7429391246750503,1.702848937675401,1.63883223159399
-1.0,1.120283737803432,0.6631416586630675,0.09462123122917886,-0.09065151536818505,4.336733716453477,1.5744618278951452,0.2623429135663281,0.11911917104971026,0.01871448685983996,0.04101723943536936,0.14540663442853038
-1.0,-0.7800520869930943,-0.9543767618486149,-1.287255565046223,-1.326258351654764,-0.23469438248227348,-0.6422393734907805,-0.47344093797457737,-0.3708705736897177,-0.35973227415938824,-0.3299210286580391,-0.31788957163241344
-1.0,-0.2547917119819626,-1.0410656748344698,-1.312333530556431,-1.3721084297593527,-0.2625625444667792,-0.8089420654676853,-0.47344093797457737,-0.440902013756638,-0.40293266105848896,-0.3767127620758571,-0.33789299748083096
1.0,1.1811841356550798,1.8923027439566662,1.3993226110634887,1.5695669138000206,4.971820361402371,3.2312818339210168,2.6590604293785063,2.0877682108513365,2.083075371440205,1.9865935468100422,2.0578619851924445
1.0,0.036392517500660956,-0.15011503086571037,0.08772883554701867,0.18064961174889066,-0.7502662059087665,-0.22533683049504458,-0.18627119225361077,-0.17614613467575638,-0.21379455132007474,-0.2979207583846328,-0.2426083312314298
1.0,0.6585950224322215,1.2347712742533214,0.9527730316559124,0.9092554309178221,1.0848864104502232,-0.5048578958808656,-0.8120677826349142,-0.5247611796950221,-0.42332567997400744,-0.2796768031679707,0.024973023123899457
-1.0,1.2754910703139875,1.4371578415354727,0.3827751446077634,0.42976446066292784,1.9445883970726878,-0.5479980947191941,-0.4872119717771793,-0.5979879372109256,-0.6780613753435657,-0.5924215893458263,-0.5300563569518073
1.0,3.667282350113853,4.731448971979779,4.147058664352934,3.8890414532086313,-0.6624623718371717,4.625459275031612,4.297983995398153,5.148538944181656,5.10947631647095,5.485272859395811,6.508725215337441
1.0,-1.740408114103236,-0.6892503587089968,-0.6793980397439534,-0.480318547443757,-0.6409053235458567,-0.2988010282084651,0.15069925460136122,-0.22231584748383254,-0.29935319322656284,-0.5828441679946655,-0.6631682507361849
-1.0,-0.23706054436711507,0.20950341179830792,0.657144266622027,0.612062494988743,-0.3517219943258527,-0.7484373226472306,-0.7786154989744342,-0.6096450783109492,-0.5431707264456516,-0.4866448575803958,-0.40391205239802735
1.0,-0.9648157161449565,1.1353769823214206,1.3970575045012763,1.3648246212920614,-0.7722525789088909,1.4939320923976007,-0.09479296555848941,0.29643005758968,0.4249798709368944,0.2968342305194374,-0.2885118725917612
-1.0,-0.8526673128737845,0.21373104231486825,0.5502312368856045,0.3618688207075393,-0.7757904856832292,0.2946529831830306,0.026937405956266574,0.08059423669331585,0.07010827054188029,-0.025833896080453247,-0.08332195468685726
1.0,-0.8302713410511385,0.05935506627131619,-0.19337088882353337,-0.040462683069555874,0.04813376731022765,-0.8560882860909298,-1.125562196518417,-0.9987522994359318,-0.9023009550755645,-0.8184326028918474,-0.9034459294378568
-1.0,-0.358326179568791,-0.12245553333714972,-0.2048582149604674,-0.632292207862036,2.7460287541828676,-0.0070265500833411485,-0.5103044699881626,-0.5102490831763777,-0.6145519764519922,-0.5438306672399247,-0.48935396636236295
-1.0,-0.5362127465163,-0.9758522253768876,-0.3740940338229039,-0.5204227078319139,-0.5749835415281731,-1.460598508308994,0.4701986546592056,0.43787497216900406,0.4377407074822848,0.38629883197649495,0.18832302597751066
-1.0,0.5327702243366896,-0.26075302097995307,0.6109037340877208,0.12089206749799963,-0.6742713309353008,0.824072040985754,1.6833546713759184,1.7905307058829598,1.7429391246750503,1.702848937675401,1.63883223159399
-1.0,0.4929532792637713,0.060816747035020616,0.0574087662785475,-0.23148513123419825,-0.06558871209147059,-0.18757380776903596,0.026746158175156173,0.09271632098201751,0.11998772096957679,0.05011877623724327,0.038362085973110936
-1.0,0.12029659124284121,-0.6136927069236603,-0.7745325153568717,-0.8922656686238606,0.029148822270841097,-0.05915599576215181,-0.16910933103288867,-0.09570497441029861,-0.10913279216157507,-0.17120441404542544,-0.20511360677238832
1.0,-0.6627878013086217,-0.8405905362433165,-1.239364740588019,-1.0543240009526118,-0.48834251668439743,-0.28436809403828883,-0.7756565121074062,-1.0062496685226618,-1.11141625520247,-0.9927431646772339,-0.9268150310644598
1.0,-0.12343505866208065,-0.008444433768204487,0.34540088633125976,0.3441620130507799,0.03734929859076799,-0.7538912424719052,-0.5858158265121536,-0.4403547385281548,-0.4750651598208659,-0.6956524084857277,-0.9265228372880611
1.0,-0.0024862051182727753,0.5333893816388439,0.7560323473951831,0.8390145184251144,1.0329859808274198,-0.9390994016212764,-0.602789778582612,-0.6417565588403827,-0.7217160089263556,-0.561325583240208,-0.8702162333855883
1.0,1.0616757309046183,1.4711138100461447,1.8534764767870635,1.6824917864719362,0.036807709973303515,0.5540774284268981,0.16263470377012956,0.30369691027390433,0.3208907459222088,0.3094723836307824,0.3162827500547152
-1.0,-1.1542383165178274,-0.9901317220684617,-0.5277976934015987,-0.7147285375488032,-0.3348761346050104,-1.7325782248940924,-0.8729754104149133,-0.5862789454594649,-0.3733661858319883,-0.27064765922234413,-0.1307395171144751
-1.0,-0.40333090808380007,-1.3881586377233592,-1.6042086904300787,-1.6632740152675216,-0.4990786699316779,-0.6908079109163325,-0.7756565121074062,-0.8118423340197121,-0.7701553486853345,-0.674329418732217,-0.6280013845883436
1.0,0.0029921857021416687,0.20541070565993536,-0.26067691238641444,0.08067064348297671,-0.4515967028876937,0.08120825413461548,-0.42295410659891414,-0.31450790221896613,-0.23101893249536873,-0.373102351704122,-0.4509254408976175
-1.0,0.7700184943764066,-0.8932110437366758,-1.2458364736229115,-1.3157046252368279,-0.6083535962870144,-1.112755073937518,1.5215079403641654,1.6688326947098675,1.6819192218169683,1.6819020367911037,1.6754310752578914
-1.0,-0.07693595490727771,-0.3411454629836965,-0.7827839749763597,-1.1126040235049919,0.4908714583018905,0.6604339812555481,0.46590724770822484,0.04253557925669925,-0.0024791916107902725,0.032937039402800045,0.03551303043284267
-1.0,-0.7694527717443667,-1.2723485464452393,-1.5627895990067673,-1.4919518564163599,-0.48849176343091966,-0.6908079109163325,-0.7756565121074062,-0.8118423340197121,-0.7701553486853345,-0.674329418732217,-0.6280013845883436
1.0,-0.569180410013504,-0.682526627195956,-0.12493231197954614,0.034257699969430976,-0.7668171641769045,-0.22533683049504458,-0.18627119225361077,-0.17614613467575638,-0.21379455132007474,-0.2979207583846328,-0.2426083312314298
-1.0,-0.22438365634823046,-1.571543355077353,-0.46421291633378076,-0.4402143870556,-0.7460754584506579,0.33450855113257744,0.026937405956266224,0.08059423669331585,0.07010827054188029,-0.025833896080453247,-0.08332195468685726
1.0,-1.2969610470497797,-0.3048283178547327,-0.7594857360507469,-0.5756538760857792,-0.25587831390728294,-1.0496103474120613,-1.2251095751110228,-0.8622370702591218,-0.8907297985038455,-0.9153288472260737,-0.898261102497271
-1.0,0.8147120691471459,-0.3305763866922953,-0.9275890016320772,-1.051040619400365,0.46222544251135805,0.6604339812555476,0.46590724770822484,0.04253557925669925,-0.0024791916107902725,0.032937039402800045,0.03551303043284267
1.0,-1.1539731503366522,-0.27424545879876316,-0.8098034603970354,-0.6012173467425577,-0.2252829838308181,-1.2268883229514453,-0.12130818024570408,-0.665090804826628,-0.9459818220254875,-0.8667598077162103,-0.7943894552592407
-1.0,0.5167085991518565,-1.1692438341131655,-0.4797450756175225,-0.7183637099816478,-0.38267025501375457,-0.36560898793698665,-0.8770094117261219,-0.6449032084878882,-0.4771145226929255,-0.40469584148872495,-0.31249945660270567
-1.0,0.15542700416225547,-0.6666505253624898,-0.5985013768077982,-0.8180377928177104,0.48143577543405186,0.6604339812555481,0.46590724770822484,0.04253557925669925,-0.0024791916107902725,0.032937039402800045,0.03551303043284267
-1.0,0.5270873270796318,-0.17496360384868562,0.0826485251146279,-0.1828207260848265,0.004077139579221807,-0.25589106050720034,0.026746158175156173,0.09271632098201751,0.11998772096957627,0.05011877623724327,0.03836208597311143
1.0,-0.6151235699741512,-0.26963554254400307,-0.6580413207288084,-0.48008402019002505,-0.20498567926438543,-0.6422393734907805,-0.47344093797457737,-0.3708705736897177,-0.35973227415938824,-0.3299210286580391,-0.31788957163241344
-1.0,0.30697773433244296,-0.6077335468870191,-0.7324662506300711,-0.9459724097284684,0.813221158415821,-1.6928249818943517,-0.7208013043646655,-0.7130367306377118,-0.7650805564404978,-0.6306933137734372,-0.593929758830485
-1.0,-0.5170799042682692,-0.8056226348962338,-0.8646513978677486,-1.1530599747737469,0.04216617409462535,-1.5011191884322819,-0.4809224092515192,-0.31954883320894256,-0.23874598706206682,-0.2883642608677509,-0.35349920806073026
1.0,-0.05189561132699629,0.4417532414527587,-0.18204535601247165,-0.0030555860993158965,0.5224252560437327,0.6604339812555476,-0.9801748819943599,-0.6703697899239199,-0.628777892573993,-0.46145185331629845,-0.30973318382660026
1.0,0.023397802167538596,0.9887591580236842,0.8791570683840112,0.9160567212760475,0.039868027158770705,1.3124332126787075,1.4127806406149608,1.0625734715188682,0.8913675850826526,0.8739825826331198,1.0558605407313493
-1.0,0.1760351499326222,-0.8639774284625873,-0.8104506337005246,-1.1063890512810963,0.04364827017576705,-0.36500527073312944,-0.23089322188255312,-0.16777352095995002,-0.1246506192299786,-0.1754622210672829,-0.20558364992540287
1.0,0.5478451350866712,1.390046746151461,1.0372291477612583,1.3061928078590834,0.20230211501944365,1.266514891453139,1.0294900878525362,0.6144118201700861,0.5298011113929576,0.46131650695920307,0.5551894786768702
1.0,0.5566359364679448,0.60399980622395,0.483734179952085,0.7026369203800076,-0.7279852350086427,0.9498703342775975,0.026937405956266574,0.10336428044984669,0.0679689709618358,-0.08088335892904633,-0.21241711674594416
1.0,-0.2812108713448325,0.31987155315617427,-0.5879848106260981,-0.45287885875712325,0.0342899932476501,0.09271981098782224,-0.7095839765189617,-0.4056882158801802,-0.3805561769163063,-0.5253920251134566,-0.5677425579220892
1.0,0.1867807853160746,0.42477525719742265,-0.05568476850619736,0.22549122266243243,-0.26814310798377305,0.9554470440420404,0.6543411553857367,0.5107709992982056,0.4782114839085929,0.41135189100831177,0.21678775793593755
-1.0,0.4050049383288152,0.21114499173292967,0.4068823501627376,0.09075531539344894,0.3440349202557247,0.3534693643316817,0.18942437065068524,0.04684507130065008,0.03757596796271314,0.07460839947470196,0.06343551282288254
1.0,-1.0094088816614157,-0.14022057646524966,0.4015431704089514,0.3197711786626611,-0.40320736621697206,-0.7073743202899698,-1.532258347708223,-1.1609088353436576,-0.9457632758044551,-0.5608368684609578,-0.33375470876472885
1.0,-0.8048698936171783,0.006846995759780276,-0.3865521199150718,-0.2503645751596172,-0.20731671107659244,-0.7570888971533516,-0.47344093797457737,-0.8164094055841953,-0.7278839859855184,-0.5760069389840065,-0.5714593148850283
-1.0,1.6700249720985965,-1.0029495379963311,-0.5180900938492601,-0.4408007051899298,-0.7806645302798221,0.2946529831830306,0.026937405956266574,0.08059423669331585,0.07010827054187978,-0.025833896080453247,-0.08332195468685726
-1.0,-0.6815537358356993,-0.6228001024513571,-0.6965481322864182,-0.7941160129370554,-0.24272714593280337,-1.1330563439790844,-0.47344093797457737,-0.5999065774581073,-0.6060540086174563,-0.5513418617982155,-0.5437597117665435
1.0,-0.19134057585379743,0.557113584803585,-0.06199470821521746,-0.20721156047294537,0.6226841611456041,-0.7783213242381554,-0.0047975902174948555,-0.6692230644501326,-0.968326255609177,-0.9133663425762837,-0.6987313813021144
1.0,-1.2102242038157507,-0.1578731826115262,0.6728705778968157,0.5806827484394133,-0.5563906853991415,-0.8839718349131416,-0.6785487082523496,-0.4822261681057657,-0.4522550912605309,-0.5688795041883586,-0.5076972598363004
-1.0,0.7111716138258563,-0.7830228015497268,-0.4040257991092813,-0.6746243771606462,0.015820328924646146,-0.9769596330496008,-0.4809224092515192,-0.31954883320894256,-0.2387459870620663,-0.2883642608677509,-0.3534992080607298
1.0,-1.826413743003002,-0.6120061521963089,-1.2293335543839359,-0.8869888054148926,-0.6628266350829208,-1.1060169759927745,-0.9353580442429669,-0.9872717992556826,-0.9945342383728828,-1.0636000810014588,-1.0849437553146224
-1.0,-0.23613230719704623,-0.3727402548760768,-0.9492693072989669,-1.067105736281001,-0.02721180842769032,-0.33231244927002224,0.026746158175156173,0.09271632098201751,0.11998772096957627,0.05011877623724327,0.03836208597311143
1.0,0.5628690313086353,2.0602835948008518,2.800129226465951,2.961603428325785,-0.3061691553129325,0.19287035561072102,-0.40278410004287063,-0.02138658707684885,0.28772275180931867,0.29713855962778385,0.4578742565435354
1.0,0.05395716612294167,-0.5557876612846003,-0.6164604359796246,-0.6274374937097853,-0.26714791044111597,-0.2766169790904625,-0.7589018499432215,-0.8828520991478938,-0.8249552239595971,-0.8148169477672983,-0.8100543353772686
1.0,-0.0044839186358777506,-0.3237177308010668,-0.26439815888147755,0.01981082113954553,-0.6788734429005185,0.824072040985754,0.13068494680641984,0.12626388775969766,-0.1471555769701251,-0.4641449997668757,-0.690691478155806
-1.0,1.278248240575968,-0.3454180682929864,-0.3723143072383085,-0.3410093587270012,-0.7339591522389282,0.9498703342775975,0.026937405956266224,0.08059423669331585,0.07010827054188029,-0.025833896080453247,-0.08332195468685726
-1.0,0.8381283427674128,-1.0348816408341817,-0.924838515092248,-0.8922656686238606,-0.6796707746717694,0.824072040985754,1.6833546713759184,1.7905307058829598,1.7429391246750503,1.702848937675401,1.63883223159399
1.0,-1.6169664129345631,-0.20891957235935768,-0.3723143072383085,-0.325530559980695,-0.3095428906660963,-1.233283632314338,-1.272343989859027,-1.1665666059187967,-0.9438859204810239,-0.8099656060730985,-0.6714764441271164
1.0,-0.09014329762822539,0.6963105683009756,1.6132133878666828,1.389567246560778,-0.6671196292104266,0.824072040985754,1.6833546713759184,1.7905307058829598,1.7429391246750503,1.702848937675401,1.63883223159399
-1.0,0.2686475492659212,-0.5367858113564428,-1.0977955804497477,-0.635106534906819,1.7097903799169059,-0.48794869792537765,-0.4872119717771793,-0.5979879372109256,-0.6780613753435657,-0.5924215893458263,-0.5300563569518073
1.0,1.1132578836849873,2.1829523419702004,2.3315757547397404,2.469799777249965,0.3034324693446523,1.8312207081965588,1.6090465056291523,1.0341357312338257,1.190313692713571,1.1525273164746996,0.5441299213260687
-1.0,1.197646834868435,0.45131038490774916,0.8615215958639294,0.5587544502154795,-0.020110192899106583,0.6909882112677038,0.026746158175156173,0.09271632098201751,0.11998772096957627,0.05011877623724327,0.03836208597311143
1.0,-1.3775710127129874,-0.6645142227078449,0.22227616534243164,0.47620085690184644,-0.7368659223478885,0.33450855113257744,0.026937405956266224,0.08059423669331585,0.07010827054188029,-0.025833896080453247,-0.08332195468685726
1.0,-1.0355668393737432,-0.6425890112522785,-0.530062799963811,-0.07493818936814695,-0.7190572440395668,0.43410142477903185,0.4246145749471277,0.26756071344039434,0.28895743932465573,0.3442133255442086,0.3571841098720985
